id,market,detectedAt,currentPrice,previousPrice,changeRate,rankByChangeRate,rankByTradeValue,missedReason,suggestedStrategy,relatedRuleBefore,suggestedRuleAfter
2513,KRW-SOL,1778779292614,136800.0,137000.0,0.88495575,147,9,"SCORE_TOO_LOW: move -0.15% from previous snapshot, 0.15% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2514,KRW-SAHARA,1778779292614,58.9,59.0,-0.16949152542373122,257,8,"SCORE_TOO_LOW: move -0.17% from previous snapshot, -0.67% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2515,KRW-USDT,1778779946604,1478.0,1477.0,0.06770480704129993,216,4,"SCORE_TOO_LOW: move 0.07% from previous snapshot, 0.07% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2516,KRW-UP2,1778779946604,255.0,256.0,-0.390625,259,5,"SCORE_TOO_LOW: move -0.39% from previous snapshot, -1.54% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2517,KRW-NEWT,1778779946604,122.0,122.0,7.96460177,4,99,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, -0.81% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2518,KRW-ETH,1778779946604,3398000.0,3398000.0,1.28166915,109,3,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.50% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2519,KRW-HP,1778779946604,27.7,27.9,17.87234043,1,11,"UNKNOWN: move -0.72% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
2520,KRW-IMX,1778779946604,301.0,303.0,10.25641026,2,20,"UNKNOWN: move -0.66% from previous snapshot, -1.31% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
2521,KRW-BTC,1778779946604,120145000.0,120245000.0,1.94393063,67,1,"SCORE_TOO_LOW: move -0.08% from previous snapshot, -0.54% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2522,KRW-SONIC,1778780781504,65.7,65.2,5.79710145,9,18,"UNKNOWN: move 0.77% from previous snapshot, 0.92% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
2523,KRW-HYPER,1778780781504,166.0,166.0,6.41025641,8,68,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, -0.60% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2524,KRW-ENA,1778780781504,183.0,182.0,5.78034682,10,45,"TRADE_VALUE_FILTER_EXCLUDED: move 0.55% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2525,KRW-NXPC,1778781125996,528.0,531.0,6.23742455,9,93,"TRADE_VALUE_FILTER_EXCLUDED: move -0.56% from previous snapshot, -1.49% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2526,KRW-PENDLE,1778781125996,3058.0,3032.0,5.776547910000001,10,100,"TRADE_VALUE_FILTER_EXCLUDED: move 0.86% from previous snapshot, 1.22% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2527,KRW-CFG,1778781125996,433.0,435.0,7.17821782,5,40,"TRADE_VALUE_FILTER_EXCLUDED: move -0.46% from previous snapshot, -0.23% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2528,KRW-SOL,1778781125996,137300.0,137200.0,1.25368732,130,9,"SCORE_TOO_LOW: move 0.07% from previous snapshot, 0.66% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2529,KRW-SAHARA,1778781125996,58.4,58.5,-0.17094017094017336,257,8,"SCORE_TOO_LOW: move -0.17% from previous snapshot, -0.68% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2530,KRW-POLYX,1778781573882,81.4,81.4,5.71428571,10,92,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.62% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2531,KRW-USDT,1778781982128,1476.0,1475.0,0.06779661016949153,224,4,"SCORE_TOO_LOW: move 0.07% from previous snapshot, -0.07% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2532,KRW-UP2,1778781982128,252.0,252.0,0.0,259,5,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -1.18% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2533,KRW-NEWT,1778781982128,122.0,123.0,7.96460177,4,97,"TRADE_VALUE_FILTER_EXCLUDED: move -0.81% from previous snapshot, -0.81% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2534,KRW-ETH,1778781982128,3399000.0,3405000.0,1.3114754100000001,115,3,"SCORE_TOO_LOW: move -0.18% from previous snapshot, -0.12% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2535,KRW-HP,1778781982128,27.3,27.6,16.17021277,1,11,"UNKNOWN: move -1.09% from previous snapshot, -1.80% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
2536,KRW-IMX,1778781982128,301.0,304.0,10.25641026,2,20,"UNKNOWN: move -0.99% from previous snapshot, -0.33% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
2537,KRW-BTC,1778781982128,120167000.0,120480000.0,1.96259779,72,1,"SCORE_TOO_LOW: move -0.26% from previous snapshot, -0.32% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2538,KRW-NXPC,1778782934857,532.0,531.0,7.04225352,6,92,"TRADE_VALUE_FILTER_EXCLUDED: move 0.19% from previous snapshot, 0.19% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2539,KRW-HYPER,1778782934857,168.0,167.0,7.69230769,4,68,"TRADE_VALUE_FILTER_EXCLUDED: move 0.60% from previous snapshot, 0.60% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2540,KRW-ENA,1778782934857,184.0,183.0,6.3583815,9,42,"TRADE_VALUE_FILTER_EXCLUDED: move 0.55% from previous snapshot, 0.55% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2541,KRW-CFG,1778782934857,431.0,432.0,6.683168320000001,8,40,"TRADE_VALUE_FILTER_EXCLUDED: move -0.23% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2542,KRW-SOL,1778782934857,137800.0,137600.0,1.6224188800000001,108,8,"SCORE_TOO_LOW: move 0.15% from previous snapshot, 0.36% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2543,KRW-SAHARA,1778782934857,58.3,58.3,0.0,257,9,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.51% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2544,KRW-XRP,1778783207243,2245.0,2237.0,5.846298920000001,9,2,"UNKNOWN: move 0.36% from previous snapshot, 2.09% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
2545,KRW-SONIC,1778783781683,65.5,65.4,5.47504026,9,18,"UNKNOWN: move 0.15% from previous snapshot, 0.31% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
2546,KRW-POLYX,1778783781683,81.4,81.4,5.71428571,8,95,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.25% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2547,KRW-USDT,1778784398750,1475.0,1475.0,0.06784260515603799,230,4,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.07% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2548,KRW-UP2,1778784398750,249.0,250.0,-0.4,259,5,"SCORE_TOO_LOW: move -0.40% from previous snapshot, -1.19% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2549,KRW-NEWT,1778784398750,121.0,122.0,7.079646019999999,4,97,"TRADE_VALUE_FILTER_EXCLUDED: move -0.82% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2550,KRW-ETH,1778784398750,3404000.0,3402000.0,1.46050671,116,3,"SCORE_TOO_LOW: move 0.06% from previous snapshot, -0.18% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2551,KRW-HP,1778784398750,27.2,27.3,15.74468085,1,11,"UNKNOWN: move -0.37% from previous snapshot, -1.45% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
2552,KRW-IMX,1778784398750,299.0,299.0,9.52380952,2,21,"UNKNOWN: move 0.00% from previous snapshot, -0.66% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
2553,KRW-BTC,1778784398750,120225000.0,120167000.0,2.01181122,78,2,"SCORE_TOO_LOW: move 0.05% from previous snapshot, -0.35% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2554,KRW-NXPC,1778785280451,531.0,533.0,6.8410462800000005,6,93,"TRADE_VALUE_FILTER_EXCLUDED: move -0.38% from previous snapshot, -0.38% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2555,KRW-HYPER,1778785280451,167.0,167.0,7.05128205,5,68,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2556,KRW-ENA,1778785280451,183.0,181.0,5.78034682,10,42,"TRADE_VALUE_FILTER_EXCLUDED: move 1.10% from previous snapshot, 0.55% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2557,KRW-CFG,1778785280451,430.0,430.0,6.43564356,8,40,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.94% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2558,KRW-SOL,1778785280451,138000.0,137600.0,1.7699115,102,8,"SCORE_TOO_LOW: move 0.29% from previous snapshot, 0.36% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2559,KRW-SAHARA,1778785280451,57.6,57.8,-0.3460207612456674,258,9,"SCORE_TOO_LOW: move -0.35% from previous snapshot, -0.52% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2560,KRW-DOT,1778785373358,2088.0,2087.0,5.8286872800000005,10,102,"TRADE_VALUE_FILTER_EXCLUDED: move 0.05% from previous snapshot, 1.02% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2561,KRW-POLYX,1778785755709,81.9,82.4,6.363636359999999,9,90,"TRADE_VALUE_FILTER_EXCLUDED: move -0.61% from previous snapshot, 0.61% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2562,KRW-USDT,1778786461548,1475.0,1474.0,0.06784260515603799,228,4,"SCORE_TOO_LOW: move 0.07% from previous snapshot, 0.07% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
